145  22 2 0 0.822 5.802 0.243 6.494 0.573 0.501
146  22 2 0 0.820 5.816 0.221 6.286 0.520 0.454
147  22 2 0 0.755 5.877 0.252 5.751 0.593 0.477
147  22 2 1 0.693 7.019 0.196 5.278 0.461 0.340
148  22 2 0 0.801 5.946 0.218 6.175 0.514 0.438
148  22 2 1 0.715 7.036 0.177 5.514 0.416 0.317
149  22 2 0 0.902 5.973 0.190 7.252 0.448 0.430
149  22 2 1 0.630 7.019 0.168 5.064 0.396 0.266
150  22 2 0 0.886 5.974 0.198 6.549 0.466 0.439
151  22 2 0 0.832 5.968 0.196 5.817 0.462 0.409
152  22 2 0 0.769 5.950 0.170 5.579 0.399 0.327
121  23 1 0 0.575 6.657 0.165 5.033 0.388 0.237
122  23 1 0 0.709 6.651 0.161 6.121 0.379 0.286
123  23 1 0 0.664 6.627 0.181 5.764 0.426 0.301
124  23 1 0 0.664 6.543 0.189 5.761 0.446 0.315
125  23 1 0 0.743 6.456 0.179 6.370 0.422 0.334
126  23 1 0 0.780 6.394 0.188 6.392 0.443 0.368
127  23 1 0 0.834 6.352 0.191 7.106 0.450 0.399
128  23 1 0 0.944 6.336 0.186 7.811 0.437 0.439
129  23 1 0 1.094 6.329 0.187 8.722 0.441 0.513
130  23 1 0 1.132 6.331 0.204 8.972 0.480 0.578
131  23 1 0 1.019 6.296 0.226 8.412 0.532 0.577
132  23 1 0 0.905 6.258 0.221 6.781 0.521 0.502
133  23 1 0 0.709 6.251 0.289 5.190 0.681 0.514
134  23 1 0 0.725 6.229 0.322 5.555 0.759 0.586
135  23 1 0 0.798 6.195 0.282 6.106 0.665 0.565
136  23 1 0 0.898 6.134 0.250 6.495 0.590 0.564
137  23 1 0 0.829 6.120 0.276 6.162 0.651 0.575
138  23 1 0 0.769 6.082 0.294 6.012 0.691 0.566
139  23 2 0 0.943 6.024 0.258 7.096 0.608 0.610
140  23 2 0 1.140 5.969 0.244 8.307 0.574 0.697
141  23 2 0 1.064 5.910 0.239 8.346 0.562 0.637
142  23 2 0 0.930 5.934 0.271 6.723 0.639 0.633
143  23 2 0 0.865 5.945 0.278 6.158 0.654 0.602
144  23 2 0 0.868 5.928 0.271 7.053 0.637 0.589
144  23 2 1 0.869 6.967 0.178 7.059 0.419 0.387
145  23 2 0 0.858 5.882 0.240 7.292 0.564 0.515
145  23 2 1 0.926 6.999 0.213 7.868 0.501 0.494
146  23 2 0 0.862 5.864 0.205 6.443 0.483 0.443
146  23 2 1 0.896 7.036 0.210 6.700 0.495 0.472
147  23 2 0 0.804 5.891 0.205 5.882 0.484 0.414
147  23 2 1 0.870 7.078 0.210 6.365 0.495 0.458
148  23 2 0 0.986 5.960 0.169 8.102 0.398 0.418
148  23 2 1 0.771 7.073 0.188 6.338 0.443 0.364
149  23 2 0 1.072 5.968 0.158 8.875 0.371 0.424
150  23 2 0 1.029 5.964 0.164 8.274 0.386 0.422
151  23 2 0 0.997 5.944 0.184 8.142 0.434 0.460
152  23 2 0 0.939 5.921 0.197 8.039 0.463 0.463
153  23 2 0 0.789 5.890 0.218 6.202 0.514 0.432
158  23 2 0 0.799 5.738 0.161 5.566 0.380 0.323
159  23 2 0 0.779 5.729 0.182 5.429 0.428 0.355
160  23 1 0 0.796 5.755 0.176 5.340 0.414 0.351
122  24 1 0 0.676 6.637 0.157 5.038 0.369 0.265
123  24 1 0 0.723 6.627 0.188 5.984 0.442 0.341
124  24 1 0 0.740 6.572 0.208 5.861 0.490 0.386
125  24 1 0 0.892 6.455 0.177 7.255 0.417 0.396
126  24 1 0 1.012 6.407 0.157 8.535 0.369 0.397
127  24 1 0 1.021 6.385 0.169 8.666 0.398 0.433
128  24 1 0 1.071 6.365 0.183 8.692 0.431 0.491
129  24 1 0 1.232 6.354 0.176 10.595 0.415 0.545
130  24 1 0 1.258 6.341 0.184 10.613 0.433 0.580
131  24 1 0 1.152 6.328 0.197 9.587 0.463 0.568
132  24 1 0 1.037 6.316 0.201 8.519 0.473 0.522
133  24 1 0 0.856 6.288 0.233 7.273 0.548 0.499
134  24 1 0 0.815 6.229 0.279 7.008 0.658 0.571
135  24 1 0 0.945 6.181 0.244 7.839 0.574 0.577
136  24 1 0 0.973 6.182 0.233 7.596 0.549 0.569
137  24 1 0 0.881 6.179 0.262 7.098 0.617 0.578
138  24 2 0 0.867 6.093 0.233 6.902 0.549 0.506
139  24 2 0 1.036 6.038 0.225 7.603 0.530 0.584
140  24 2 0 1.236 5.995 0.210 8.706 0.496 0.652
141  24 2 0 1.197 5.961 0.210 9.316 0.495 0.631
142  24 2 0 1.037 5.957 0.220 7.671 0.519 0.573
143  24 2 0 0.968 5.963 0.227 7.219 0.533 0.550
143  24 2 1 0.732 6.992 0.148 5.456 0.347 0.271
144  24 2 0 0.978 5.956 0.237 6.738 0.558 0.581
144  24 2 1 1.031 7.016 0.179 7.103 0.422 0.464
145  24 2 0 0.879 5.921 0.213 6.612 0.501 0.468
145  24 2 1 1.126 7.039 0.194 8.472 0.457 0.548
146  24 2 0 0.730 5.900 0.229 5.333 0.539 0.418
146  24 2 1 1.085 7.078 0.180 7.934 0.424 0.490
147  24 2 0 0.712 5.884 0.239 5.225 0.563 0.427
147  24 2 1 0.851 7.110 0.202 6.240 0.476 0.431
148  24 2 0 0.975 5.951 0.192 7.613 0.453 0.471
148  24 2 1 0.751 7.089 0.180 5.863 0.425 0.340
149  24 2 0 1.128 5.973 0.176 8.537 0.414 0.497
150  24 2 0 1.070 5.973 0.177 7.897 0.416 0.474
151  24 2 0 0.988 5.941 0.184 7.644 0.434 0.456
152  24 2 0 0.990 5.907 0.187 7.710 0.441 0.465
153  24 2 0 0.912 5.871 0.199 7.006 0.468 0.455
154  24 2 0 0.825 5.848 0.186 6.365 0.439 0.385
155  24 2 0 0.765 5.842 0.184 6.419 0.434 0.354
156  24 2 0 0.714 5.813 0.199 5.752 0.469 0.356
157  24 2 0 0.853 5.772 0.177 6.340 0.416 0.378
158  24 2 0 1.009 5.760 0.157 7.546 0.370 0.397
159  24 2 0 0.989 5.756 0.161 7.391 0.379 0.399
160  24 1 0 0.914 5.755 0.178 6.578 0.418 0.407
161  24 1 0 0.675 5.759 0.223 5.037 0.526 0.378
123  25 1 0 0.704 6.612 0.200 5.319 0.472 0.354
124  25 1 0 0.729 6.578 0.228 5.386 0.537 0.416
125  25 1 0 0.950 6.467 0.177 7.132 0.417 0.422
126  25 1 0 1.166 6.431 0.150 8.939 0.353 0.438
127  25 1 0 1.176 6.411 0.161 9.421 0.379 0.474
128  25 1 0 1.216 6.389 0.179 9.432 0.421 0.545
129  25 1 0 1.387 6.389 0.183 11.194 0.431 0.637
130  25 1 0 1.501 6.366 0.181 13.238 0.426 0.681
131  25 1 0 1.443 6.355 0.192 12.063 0.453 0.696
132  25 1 0 1.310 6.342 0.209 10.156 0.492 0.687
133  25 1 0 1.100 6.314 0.232 8.968 0.546 0.639
134  25 1 0 0.918 6.271 0.271 7.804 0.637 0.623
135  25 1 0 0.963 6.218 0.250 7.626 0.589 0.604
136  25 1 0 1.022 6.211 0.220 8.243 0.517 0.563
137  25 1 0 0.971 6.194 0.227 8.125 0.536 0.554
138  25 2 0 0.952 6.128 0.245 8.295 0.578 0.585
139  25 2 0 1.066 6.074 0.229 8.386 0.538 0.611
140  25 2 0 1.160 6.026 0.206 8.795 0.485 0.599
141  25 2 0 1.138 5.994 0.186 9.337 0.438 0.531
142  25 2 0 1.089 5.984 0.187 8.481 0.440 0.510
143  25 2 0 1.026 5.996 0.218 8.213 0.514 0.561
143  25 2 1 0.652 7.025 0.239 5.222 0.563 0.391
144  25 2 0 0.914 5.980 0.243 7.307 0.573 0.557
144  25 2 1 0.966 7.050 0.214 7.727 0.505 0.519
145  25 2 0 0.812 5.934 0.251 6.251 0.591 0.511
145  25 2 1 1.045 7.077 0.199 8.043 0.469 0.522
146  25 2 0 0.694 5.918 0.273 5.109 0.643 0.475
146  25 2 1 0.937 7.113 0.192 6.899 0.452 0.450
147  25 2 0 0.728 5.930 0.242 5.386 0.569 0.441
147  25 2 1 0.720 7.116 0.222 5.329 0.523 0.401
148  25 2 0 0.970 5.941 0.215 7.315 0.506 0.523
148  25 2 1 0.719 7.088 0.206 5.423 0.485 0.371
149  25 2 0 1.084 5.950 0.208 8.355 0.489 0.565
149  25 2 1 0.685 7.063 0.234 5.280 0.551 0.402
150  25 2 0 1.103 5.943 0.199 7.900 0.469 0.551
151  25 2 0 0.973 5.917 0.192 6.950 0.451 0.467
152  25 2 0 0.976 5.902 0.167 7.398 0.393 0.408
153  25 2 0 1.061 5.890 0.174 7.813 0.409 0.462
154  25 2 0 1.012 5.880 0.163 7.522 0.383 0.412
155  25 2 0 0.920 5.858 0.162 7.462 0.382 0.374
156  25 2 0 0.870 5.830 0.180 6.658 0.423 0.392
157  25 2 0 0.973 5.780 0.174 7.250 0.411 0.425
158  25 2 0 1.195 5.759 0.156 9.181 0.367 0.467
159  25 1 0 1.170 5.754 0.158 9.291 0.372 0.463
160  25 1 0 1.045 5.748 0.164 7.828 0.386 0.429
161  25 1 0 0.731 5.705 0.213 5.617 0.502 0.391
122  26 1 0 0.613 6.609 0.202 5.117 0.475 0.310
123  26 1 0 0.709 6.591 0.201 5.756 0.472 0.357
124  26 1 0 0.830 6.560 0.203 6.249 0.478 0.422
125  26 1 0 1.017 6.490 0.182 7.627 0.427 0.463
126  26 1 0 1.282 6.450 0.158 10.404 0.371 0.507
127  26 1 0 1.374 6.441 0.162 11.079 0.381 0.557
128  26 1 0 1.434 6.417 0.176 11.101 0.414 0.632
129  26 1 0 1.609 6.414 0.178 13.223 0.419 0.718
130  26 1 0 1.703 6.389 0.178 13.820 0.419 0.759
131  26 1 0 1.662 6.369 0.190 12.685 0.448 0.792
132  26 1 0 1.511 6.337 0.209 11.689 0.492 0.791
133  26 1 0 1.283 6.322 0.243 10.160 0.573 0.782
134  26 1 0 1.075 6.329 0.276 8.436 0.649 0.743
135  26 1 0 1.023 6.291 0.274 8.048 0.645 0.702
136  26 1 0 0.910 6.269 0.283 7.120 0.666 0.645
137  26 1 0 0.916 6.212 0.237 7.239 0.557 0.543
138  26 2 0 0.997 6.158 0.220 8.372 0.517 0.549
139  26 2 0 1.124 6.118 0.211 8.744 0.496 0.594
140  26 2 0 1.276 6.076 0.199 10.708 0.469 0.637
141  26 2 0 1.267 6.057 0.202 10.686 0.475 0.641
142  26 2 0 1.151 6.042 0.211 8.881 0.496 0.608
143  26 2 0 1.031 6.039 0.237 8.407 0.559 0.613
143  26 2 1 0.942 7.077 0.210 7.680 0.495 0.496
144  26 2 0 0.908 6.000 0.262 8.003 0.617 0.596
144  26 2 1 1.071 7.091 0.192 9.432 0.452 0.515
145  26 2 0 0.838 5.964 0.272 7.057 0.641 0.572
145  26 2 1 1.046 7.101 0.186 8.815 0.438 0.488
146  26 2 0 0.863 5.970 0.236 6.652 0.556 0.511
146  26 2 1 0.895 7.102 0.197 6.903 0.463 0.442
147  26 2 0 0.984 5.969 0.199 7.813 0.468 0.490
147  26 2 1 0.767 7.080 0.210 6.092 0.494 0.403
148  26 2 0 1.133 5.948 0.197 8.919 0.464 0.559
148  26 2 1 0.761 7.075 0.212 5.985 0.499 0.404
149  26 2 0 1.190 5.939 0.203 9.155 0.477 0.604
149  26 2 1 0.749 7.051 0.225 5.766 0.529 0.422
150  26 2 0 1.090 5.928 0.216 8.493 0.508 0.589
150  26 2 1 0.653 7.031 0.238 5.088 0.561 0.390
151  26 2 0 0.966 5.915 0.205 7.706 0.483 0.496
152  26 2 0 0.944 5.908 0.181 7.647 0.426 0.428
153  26 2 0 1.002 5.890 0.176 7.978 0.416 0.443
154  26 2 0 0.992 5.879 0.159 7.077 0.374 0.395
155  26 2 0 0.896 5.854 0.166 6.684 0.391 0.372
156  26 2 0 0.943 5.826 0.175 6.979 0.413 0.414
157  26 2 0 1.022 5.794 0.189 7.306 0.446 0.485
158  26 2 0 1.165 5.741 0.162 8.378 0.381 0.473
159  26 1 0 1.192 5.730 0.168 8.834 0.396 0.502
160  26 1 0 1.136 5.747 0.174 8.523 0.409 0.494
161  26 1 0 0.945 5.718 0.183 7.408 0.431 0.434
123  27 1 0 0.657 6.576 0.195 5.528 0.459 0.321
124  27 1 0 0.830 6.552 0.190 6.780 0.448 0.396
125  27 1 0 1.021 6.505 0.197 8.376 0.463 0.503
126  27 1 0 1.307 6.456 0.173 11.305 0.406 0.565
127  27 1 0 1.422 6.442 0.169 11.914 0.399 0.604
128  27 1 0 1.535 6.430 0.186 12.335 0.439 0.717
129  27 1 0 1.729 6.421 0.184 13.916 0.433 0.796
130  27 1 0 1.702 6.402 0.183 14.992 0.431 0.781
131  27 1 0 1.585 6.373 0.194 13.761 0.457 0.770
132  27 1 0 1.414 6.326 0.222 12.330 0.524 0.789
133  27 1 0 1.284 6.309 0.264 10.717 0.621 0.849
134  27 1 0 1.207 6.328 0.280 10.196 0.659 0.846
135  27 1 0 1.134 6.330 0.269 8.517 0.634 0.765
136  27 1 0 0.992 6.316 0.282 7.275 0.663 0.701
137  27 2 0 0.852 6.259 0.276 6.229 0.650 0.589
138  27 2 0 0.817 6.145 0.186 6.530 0.439 0.381
139  27 2 0 1.163 6.112 0.193 8.736 0.454 0.562
140  27 2 0 1.398 6.100 0.184 11.275 0.433 0.644
141  27 2 0 1.426 6.099 0.197 11.186 0.465 0.705
142  27 2 0 1.186 6.090 0.230 8.678 0.542 0.685
142  27 2 1 0.767 7.083 0.188 5.610 0.443 0.361
143  27 2 0 1.042 6.077 0.231 8.451 0.543 0.602
143  27 2 1 1.125 7.101 0.174 9.122 0.410 0.491
144  27 2 0 1.004 6.042 0.230 8.094 0.541 0.577
144  27 2 1 1.141 7.122 0.175 9.200 0.413 0.501
145  27 2 0 0.975 6.008 0.230 7.445 0.541 0.562
145  27 2 1 1.035 7.105 0.177 7.906 0.416 0.459
146  27 2 0 1.048 5.976 0.228 8.029 0.538 0.600
146  27 2 1 0.907 7.102 0.186 6.950 0.437 0.422
147  27 2 0 1.179 5.965 0.202 9.719 0.475 0.596
147  27 2 1 0.769 7.100 0.196 6.341 0.462 0.379
148  27 2 0 1.244 5.960 0.197 10.458 0.464 0.614
148  27 2 1 0.724 7.092 0.193 6.087 0.454 0.350
149  27 2 0 1.205 5.957 0.208 9.616 0.489 0.627
149  27 2 1 0.735 7.068 0.193 5.862 0.454 0.355
150  27 2 0 1.058 5.950 0.214 8.430 0.504 0.568
150  27 2 1 0.668 7.056 0.204 5.319 0.480 0.341
151  27 2 0 0.969 5.943 0.204 8.322 0.480 0.495
152  27 2 0 0.968 5.930 0.195 8.190 0.460 0.474
153  27 2 0 0.983 5.898 0.195 7.651 0.459 0.480
154  27 2 0 0.896 5.868 0.184 7.098 0.433 0.413
155  27 2 0 0.807 5.836 0.182 6.507 0.429 0.369
156  27 2 0 0.838 5.811 0.195 6.515 0.460 0.411
157  27 2 0 0.872 5.791 0.211 6.040 0.498 0.462
158  27 1 0 0.943 5.727 0.211 7.146 0.498 0.500
159  27 1 0 1.016 5.704 0.211 8.380 0.496 0.537
160  27 1 0 0.953 5.710 0.219 7.724 0.516 0.523
161  27 1 0 0.791 5.711 0.205 5.977 0.482 0.406
124  28 1 0 0.721 6.566 0.176 5.717 0.415 0.319
125  28 1 0 0.894 6.526 0.189 7.132 0.444 0.423
126  28 1 0 1.223 6.462 0.180 10.564 0.423 0.551
127  28 1 0 1.455 6.450 0.166 11.906 0.392 0.607
128  28 1 0 1.584 6.449 0.178 12.182 0.420 0.708
129  28 1 0 1.724 6.423 0.187 14.593 0.440 0.807
130  28 1 0 1.687 6.396 0.194 15.740 0.457 0.821
131  28 1 0 1.549 6.358 0.217 13.785 0.511 0.842
132  28 1 0 1.451 6.317 0.225 12.332 0.530 0.818
133  28 1 0 1.392 6.293 0.240 12.059 0.566 0.839
134  28 1 0 1.348 6.305 0.245 11.385 0.576 0.827
135  28 1 0 1.194 6.339 0.259 9.295 0.610 0.775
136  28 1 0 1.011 6.355 0.287 7.946 0.676 0.727
137  28 2 0 0.839 6.320 0.293 7.012 0.689 0.615
138  28 2 0 0.749 6.174 0.189 5.939 0.446 0.356
139  28 2 0 1.220 6.132 0.177 9.346 0.417 0.542
140  28 2 0 1.480 6.108 0.186 12.219 0.439 0.691
141  28 2 0 1.530 6.097 0.190 12.406 0.448 0.730
141  28 2 1 0.791 7.077 0.174 6.413 0.410 0.345
142  28 2 0 1.265 6.086 0.218 9.326 0.514 0.693
142  28 2 1 1.213 7.092 0.155 8.939 0.365 0.472
143  28 2 0 1.087 6.076 0.229 8.485 0.540 0.625
143  28 2 1 1.379 7.122 0.166 10.763 0.390 0.572
144  28 2 0 1.092 6.052 0.220 7.990 0.518 0.602
144  28 2 1 1.258 7.149 0.170 9.207 0.400 0.535
145  28 2 0 1.209 6.014 0.196 8.885 0.462 0.595
145  28 2 1 1.073 7.142 0.169 7.888 0.399 0.456
146  28 2 0 1.325 5.997 0.194 9.926 0.457 0.644
146  28 2 1 0.875 7.143 0.168 6.558 0.396 0.369
147  28 2 0 1.352 5.980 0.201 9.350 0.473 0.681
148  28 2 0 1.334 5.974 0.203 11.079 0.478 0.679
148  28 2 1 0.643 7.098 0.174 5.338 0.410 0.281
149  28 2 0 1.250 5.962 0.193 9.681 0.455 0.606
150  28 2 0 1.035 5.938 0.200 7.996 0.471 0.519
151  28 2 0 0.955 5.926 0.202 8.304 0.475 0.483
152  28 2 0 0.926 5.925 0.195 7.939 0.459 0.452
153  28 2 0 0.891 5.882 0.183 7.351 0.430 0.408
154  28 2 0 0.809 5.854 0.195 6.564 0.460 0.396
155  28 2 0 0.720 5.825 0.214 6.138 0.505 0.387
156  28 2 0 0.664 5.785 0.243 5.392 0.571 0.404
157  28 2 0 0.760 5.768 0.209 5.959 0.492 0.398
158  28 1 0 0.798 5.744 0.228 6.664 0.538 0.457
159  28 1 0 0.915 5.721 0.225 7.662 0.530 0.516
160  28 1 0 0.962 5.718 0.209 7.482 0.493 0.505
161  28 1 0 0.765 5.726 0.203 6.121 0.477 0.389
125  29 1 0 0.786 6.510 0.187 6.336 0.440 0.369
126  29 1 0 1.095 6.471 0.186 8.995 0.439 0.512
127  29 1 0 1.394 6.473 0.169 10.941 0.399 0.592
128  29 1 0 1.574 6.463 0.172 11.933 0.405 0.678
129  29 1 0 1.629 6.432 0.186 12.620 0.437 0.758
130  29 1 0 1.644 6.404 0.189 13.478 0.446 0.781
131  29 1 0 1.608 6.369 0.207 12.067 0.488 0.835
132  29 1 0 1.533 6.317 0.223 12.456 0.524 0.855
133  29 1 0 1.500 6.289 0.236 12.143 0.556 0.888
134  29 1 0 1.447 6.295 0.247 11.896 0.581 0.895
135  29 1 0 1.236 6.347 0.269 9.540 0.633 0.833
136  29 1 0 1.026 6.382 0.282 8.020 0.664 0.726
137  29 2 0 0.852 6.308 0.246 7.413 0.579 0.525
138  29 2 0 0.916 6.241 0.219 7.367 0.517 0.504
139  29 2 0 1.074 6.151 0.204 8.909 0.480 0.548
140  29 2 0 1.327 6.105 0.209 11.440 0.492 0.695
141  29 2 0 1.392 6.081 0.196 11.909 0.461 0.683
141  29 2 1 0.991 7.063 0.168 8.475 0.396 0.417
142  29 2 0 1.244 6.079 0.217 10.605 0.511 0.676
142  29 2 1 1.359 7.090 0.164 11.588 0.386 0.558
143  29 2 0 1.130 6.074 0.227 10.127 0.534 0.642
143  29 2 1 1.429 7.135 0.169 12.798 0.398 0.605
144  29 2 0 1.206 6.036 0.209 10.163 0.492 0.632
144  29 2 1 1.220 7.156 0.174 10.277 0.409 0.531
145  29 2 0 1.386 6.003 0.199 11.292 0.468 0.691
145  29 2 1 0.928 7.150 0.184 7.562 0.433 0.428
146  29 2 0 1.436 5.984 0.198 11.489 0.467 0.714
146  29 2 1 0.700 7.138 0.190 5.604 0.448 0.334
147  29 2 0 1.393 5.970 0.201 11.010 0.474 0.703
148  29 2 0 1.353 5.969 0.205 11.035 0.483 0.695
148  29 2 1 0.626 7.085 0.179 5.104 0.421 0.281
149  29 2 0 1.178 5.942 0.192 9.128 0.453 0.568
149  29 2 1 0.648 7.049 0.156 5.020 0.368 0.254
150  29 2 0 0.986 5.901 0.188 7.641 0.443 0.465
151  29 2 0 0.851 5.898 0.200 6.937 0.470 0.426
152  29 2 0 0.809 5.906 0.214 6.444 0.503 0.433
153  29 2 0 0.842 5.865 0.190 6.511 0.448 0.402
154  29 2 0 0.747 5.810 0.189 5.386 0.446 0.354
155  29 2 0 0.735 5.782 0.175 5.323 0.411 0.322
157  29 1 0 0.825 5.803 0.176 6.195 0.415 0.365
158  29 1 0 0.756 5.780 0.184 5.864 0.434 0.349
159  29 1 0 0.733 5.763 0.193 6.364 0.455 0.355
160  29 1 0 0.833 5.773 0.202 6.493 0.475 0.421
161  29 1 0 0.719 5.779 0.196 5.503 0.462 0.354
100  30 1 0 0.541 6.642 0.232 5.010 0.546 0.315
104  30 1 0 0.632 6.462 0.168 5.235 0.397 0.267
125  30 1 0 0.713 6.496 0.219 6.222 0.515 0.390
126  30 1 0 1.063 6.493 0.202 8.784 0.475 0.537
127  30 1 0 1.398 6.492 0.187 10.691 0.439 0.653
128  30 1 0 1.618 6.473 0.183 12.746 0.431 0.743
129  30 1 0 1.569 6.446 0.189 13.098 0.445 0.743
130  30 1 0 1.486 6.417 0.198 12.094 0.465 0.736
131  30 1 0 1.497 6.369 0.207 11.397 0.488 0.777
132  30 1 0 1.398 6.308 0.235 10.427 0.554 0.824
133  30 1 0 1.395 6.274 0.259 10.801 0.611 0.907
134  30 1 0 1.387 6.282 0.281 10.395 0.661 0.976
135  30 1 0 1.267 6.351 0.282 9.427 0.664 0.895
136  30 1 0 1.155 6.378 0.260 8.901 0.612 0.752
137  30 2 0 0.950 6.386 0.261 7.271 0.614 0.621
138  30 2 0 0.855 6.349 0.267 6.685 0.628 0.571
